2026-01-31T13:55:00.175Z | POST | /users/signup
2026-01-31T14:01:30.470Z | POST | /users/signup
2026-01-31T14:02:24.834Z | POST | /vehicles/add
2026-01-31T14:02:59.298Z | POST | /vehicles/add
2026-01-31T14:06:31.109Z | POST | /trips/create
2026-01-31T14:08:49.597Z | PATCH | /trips/end/TRIP_ID
2026-01-31T14:16:33.232Z | POST | /trips/create
2026-01-31T14:17:31.695Z | POST | /trips/create
2026-01-31T14:21:24.585Z | POST | /trips/create
2026-01-31T14:24:17.014Z | POST | /trips/create
2026-01-31T14:24:20.742Z | POST | /trips/create
2026-01-31T14:24:21.420Z | POST | /trips/create
2026-01-31T14:24:21.813Z | POST | /trips/create
2026-01-31T14:24:21.990Z | POST | /trips/create
2026-01-31T14:24:22.213Z | POST | /trips/create
2026-01-31T14:26:07.847Z | POST | /trips/create
2026-01-31T14:27:56.519Z | POST | /trips/create
2026-01-31T14:36:45.163Z | POST | /trip/create
2026-01-31T14:39:38.347Z | GET | /
2026-01-31T14:44:12.512Z | GET | /users
2026-01-31T14:44:14.408Z | GET | /users
2026-01-31T14:44:14.600Z | GET | /users
2026-01-31T14:44:14.801Z | GET | /users
2026-01-31T14:44:35.706Z | GET | /users/signup
2026-01-31T14:44:36.588Z | GET | /users/signup
2026-01-31T14:44:36.786Z | GET | /users/signup
2026-01-31T14:44:37.005Z | GET | /users/signup
2026-01-31T15:03:43.297Z | GET | /users/94afd88c-2797-47b8-8ee2-3c1bacbea2a4
2026-01-31T15:03:44.271Z | GET | /users/94afd88c-2797-47b8-8ee2-3c1bacbea2a4
2026-01-31T15:03:54.280Z | PATCH | /trips/end/TRIP_ID
2026-01-31T15:07:31.831Z | POST | /trips/end/:id
2026-01-31T15:07:55.186Z | GET | /analytics/total-trips
2026-01-31T15:08:15.125Z | GET | /analytics/total-revenue
2026-01-31T15:08:17.700Z | GET | /analytics/total-revenue
2026-01-31T15:08:38.039Z | GET | /analytics/trips-by-location
2026-01-31T15:08:56.534Z | DELETE | /trips/:id
